701,2497
701,174
701,7018
701,1239
701,1299
701,6453
701,6762
701,3356
701,3491
701,3320
701,3257
701,5511
701,1273
701,2914
701,12956
701,6461
701,209
701,703
2914,2497
2914,38561
2914,3356
2914,209
2914,1273
2914,12956
2914,174
2914,701
2914,3257
2914,3491
2914,6762
2914,7018
2914,3320
2914,1299
2914,6461
2914,6453
2914,1239
2914,3549
1273,174
1273,2497
1273,209
1273,5511
1273,12956
1273,701
1273,1299
1273,3356
1273,2914
1273,3491
1273,3257
1273,3549
1273,1239
1273,6453
1273,6762
1273,3320
1273,6461
3549,2497
3549,2914
3549,3356
3549,6762
3549,12956
3549,30070
3549,1273
174,209
174,1299
174,1273
174,2828
174,12732
174,2914
174,6453
174,6762
174,12956
174,3257
174,5511
174,701
174,6461
174,3356
174,3491
174,7018
174,1239
6461,6453
6461,12956
6461,7018
6461,3356
6461,3491
6461,3320
6461,174
6461,701
6461,6762
6461,209
6461,1273
6461,5511
6461,2497
6461,3257
6461,1239
6461,1299
6461,2914
5692,10834
3356,3491
3356,209
3356,2497
3356,1299
3356,3320
3356,3257
3356,6453
3356,7018
3356,1239
3356,1273
3356,701
3356,2914
3356,6762
3356,6461
3356,12956
3356,5511
3356,3549
3356,174
7018,1299
7018,3320
7018,12956
7018,5511
7018,3356
7018,3257
7018,701
7018,2497
7018,209
7018,6461
7018,6453
7018,174
7018,3491
7018,6762
7018,2914
7018,1239
3320,1273
3320,2914
3320,6453
3320,701
3320,3356
3320,3491
3320,12956
3320,174
3320,209
3320,6461
3320,2497
3320,7018
3320,1239
3320,5511
3320,1299
3320,3257
3320,6762
22927,12956
12956,2914
12956,6453
12956,701
12956,3320
12956,1239
12956,6461
12956,3356
12956,3491
12956,3549
12956,3257
12956,1273
12956,5511
12956,174
12956,1299
12956,6762
12956,209
12956,7018
5511,701
5511,174
5511,2914
5511,3356
5511,1299
5511,3257
5511,7018
5511,209
5511,1273
5511,6453
5511,6461
5511,12956
5511,1239
5511,3491
5511,6762
3491,6453
3491,2497
3491,3320
3491,2914
3491,3257
3491,174
3491,701
3491,6762
3491,209
3491,3356
3491,7018
3491,12956
3491,1273
3491,1239
3491,1299
3491,6461
3491,5511
6762,1299
6762,6453
6762,701
6762,3491
6762,3320
6762,2914
6762,209
6762,1273
6762,3257
6762,7018
6762,12956
6762,1239
6762,3549
6762,174
6762,6461
6762,3356
3257,5511
3257,6453
3257,1299
3257,12956
3257,701
3257,7018
3257,1239
3257,2914
3257,1273
3257,174
3257,3491
3257,6762
3257,209
3257,3356
3257,2497
3257,6461
3257,3320
3257,2828
1239,1273
1239,6453
1239,3320
1239,209
1239,701
1239,3257
1239,7018
1239,12956
1239,1299
1239,2914
1239,6461
1239,17676
1239,6762
1239,3356
1239,2497
1239,3491
1239,174
1239,5511
6453,3257
6453,2497
6453,7018
6453,6762
6453,174
6453,12956
6453,6461
6453,3491
6453,209
6453,701
6453,1239
6453,5511
6453,2828
6453,3356
6453,2914
6453,1299
6453,1273
6453,3320
1299,2497
1299,1239
1299,174
1299,2914
1299,3320
1299,54994
1299,209
1299,701
1299,1273
1299,7018
1299,6453
1299,6461
1299,6762
1299,3257
1299,12956
1299,5511
1299,3356
1299,3491
209,3320
209,1273
209,6461
209,1239
209,3356
209,1299
209,6453
209,6762
209,7018
209,5511
209,2828
209,3491
209,2914
209,3257
209,2497
209,174
209,12956
209,701
10834,12956
10834,22927
